step temp press etotal pe ke density
201000 139.714358072766 1.29688511011026 -915.445529360538 -1289.84483380321 374.399304442668 0.363153312547011
202000 141.200218554954 33.3967500198591 -892.328260199805 -1270.709296647 378.381036447191 0.360483044935421
203000 140.808177640848 -10.1428233397064 -935.277065096704 -1312.60753059629 377.330465499589 0.368407642360936
204000 143.146135354836 -16.4741355361566 -886.900913825189 -1270.49651738222 383.595603557035 0.355986885367888
205000 141.755761211725 -27.4132819344048 -869.115245531173 -1248.98499643229 379.869750901115 0.352416727621232
206000 137.299325759126 76.4352783929274 -910.848855998802 -1278.77648186164 367.927625862843 0.363214094809846
207000 135.848028511301 40.146872799469 -924.847975574738 -1288.88649019933 364.038514624596 0.365151158312538
208000 141.135182215392 3.08390548981455 -889.708689396831 -1267.91544482788 378.206755431045 0.357904291679841
209000 141.532063962958 -75.4582181715306 -898.252556556042 -1277.52285514961 379.270298593568 0.35732583010557
210000 143.829212415748 8.24719005873635 -913.547597921493 -1298.97367602684 385.426078105349 0.366044550800636
211000 145.66177467491 -42.4822413797292 -906.130054900457 -1296.46693848523 390.336883584774 0.361548659772654
212000 138.918139693893 -32.9448424229219 -949.372461475164 -1321.63810112241 372.265639647248 0.369683145882158
213000 142.032024893537 -17.4278752843202 -930.729745403655 -1311.33981341848 380.61006801483 0.367026306933208
214000 137.202921064074 31.681715348746 -925.600496988217 -1293.26978253965 367.669285551435 0.365671535901294
215000 133.568762268352 -17.0294959447939 -951.037942009414 -1308.96859694249 357.930654933072 0.369509349595117
216000 144.335288114405 95.4900101021443 -906.91278369621 -1293.69501726179 386.782233565576 0.366788046769279
217000 139.758690119316 -37.7080981706499 -918.590816794591 -1293.10891996075 374.518103166161 0.362003975937414
218000 141.842832195654 37.6445720035938 -895.092799188489 -1275.1958784051 380.103079216613 0.359891794349047
219000 141.083220782555 121.17435084286 -930.638718633485 -1308.7062305066 378.067511873113 0.372603396764203
220000 139.147049089267 -7.88654499730731 -915.13792057677 -1288.01697977223 372.879059195464 0.361458474010511
221000 138.632655590414 98.7059349402873 -919.522221603843 -1291.02283572869 371.500614124842 0.367730053347821
222000 137.785950876894 43.708054617649 -899.646340784669 -1268.87799944793 369.231658663264 0.36113273577107
223000 139.676967879074 10.5760190432255 -941.096606593766 -1315.39571473088 374.299108137117 0.369978401719028
224000 137.869985340127 -62.2444362381695 -914.160582988558 -1283.61743285634 369.456849867787 0.357507298412494
225000 140.766572522403 -20.490570918988 -896.979561907051 -1274.19853616392 377.21897425687 0.360231779694124
226000 137.426649183881 -4.90396902869661 -938.911312866575 -1307.18013345217 368.268820585599 0.367885778599557
227000 137.524635400841 79.0536613484363 -907.2136099528 -1275.74500893035 368.531398977546 0.362015543322108
228000 141.073988322243 48.6531446915001 -904.261054795086 -1282.30382599897 378.042771203887 0.362778508350818
229000 140.8859243982 36.4130650198262 -932.664562539424 -1310.2033697748 377.538807235376 0.36959610881425
230000 136.282415034681 43.5040877632438 -909.023378069605 -1274.22593921352 365.20256114391 0.361133328270568
231000 136.251852018603 35.2310281851631 -922.064746400676 -1287.1854063562 365.120659955519 0.363714096277374
232000 138.540775294608 18.9046221165544 -921.833842962145 -1293.08824102648 371.254398064331 0.364496046053937
233000 137.846818674899 54.9296968675855 -922.040931356911 -1291.43570039444 369.394769037532 0.365420333239134
234000 138.88378137507 55.9948089301328 -927.012074745731 -1299.18564274876 372.173568003026 0.368299983061117
235000 139.383215793584 -20.1277365567641 -882.737115815878 -1256.24904232039 373.511926504512 0.356517352778822
236000 134.735117806603 -48.6574307305219 -947.445028259882 -1308.50122238791 361.056194128023 0.365527248452565
237000 142.477810473137 72.8986759758949 -902.940496045895 -1284.74515718082 381.804661134928 0.363817828093047
238000 137.332185892652 -69.9150114804684 -915.025823910653 -1283.04150665831 368.015682747661 0.358718208356091
239000 146.60594975252 15.8724902416998 -881.496415094182 -1274.36345017667 392.867035082485 0.358245982666343
240000 137.232779322961 6.40653750678992 -929.861602693673 -1297.61090086166 367.749298167987 0.364706461172968
241000 149.019820869262 111.25843756315 -891.954546593422 -1291.29014854039 399.335601946971 0.365673084203965
242000 139.266608210241 74.9075866354823 -914.592827914701 -1287.79227545357 373.199447538867 0.364278317491938
243000 137.454061998419 66.8185552807058 -917.546417773822 -1285.88869780079 368.342280026972 0.363431162934434
244000 143.222342170446 -37.8798730570477 -869.953467001901 -1253.75328563856 383.799818636657 0.352650812889352
245000 139.558572957282 56.1794709600058 -890.426513473453 -1264.40835302787 373.981839554417 0.359787483221736
246000 139.520002030088 88.6377066603531 -930.641585278304 -1304.52006445865 373.878479180347 0.370092150314845
247000 136.868090971571 -147.166469649283 -929.915480875607 -1296.68750607765 366.772025202044 0.360606216196666
248000 127.937707875378 64.8127747315929 -957.411756978462 -1300.25260384106 342.840846862594 0.368542796643341
249000 135.657257739576 -25.1460672068152 -942.676147353925 -1306.20344433971 363.527296985786 0.366639793279426
250000 138.153231443941 -19.1059051008572 -914.522464422027 -1284.73834253657 370.21587811454 0.362315570579189
251000 145.164413772172 123.741009838532 -885.122745202578 -1274.12682678611 389.004081583529 0.363461313293587
252000 139.725827804979 -24.1816081192394 -889.037200626237 -1263.46724106356 374.43004043732 0.355435013146569
253000 142.941526527774 -28.5463178610205 -905.262682825634 -1288.30998623949 383.047303413861 0.361779081500508
254000 138.036624295958 38.5489663364907 -887.290670364911 -1257.19407068046 369.90340031555 0.357536292194424
255000 144.790591984212 32.3996249856316 -898.44910913332 -1286.45144244038 388.002333307057 0.363145913765091
256000 138.999336077037 7.24917089044619 -866.763448983131 -1239.24667449479 372.483225511661 0.352251406065688
257000 132.280887839396 10.895686246705 -920.091603116474 -1274.57107882171 354.47947570524 0.360739310170319
258000 137.431577247693 99.3106013074087 -922.829188949746 -1291.11121550565 368.282026555901 0.366468180676098
259000 140.947728593353 -0.602000762201334 -891.912271246803 -1269.61669816505 377.70442691825 0.359590743975843
260000 141.982890732158 -1.46885873016897 -880.772729550739 -1261.25113038334 380.4784008326 0.356263924468822
261000 139.37686276614 -67.4590544386047 -922.066726809904 -1295.56162880034 373.494901990431 0.363263417878853
262000 137.95662974972 42.4588978276534 -891.517640508866 -1261.20667558033 369.689035071463 0.355923617623871
263000 140.587588215459 -21.1131765766085 -932.316704919208 -1309.05604629546 376.739341376254 0.367212438760619
264000 135.942467796418 24.9261936800802 -919.113802427717 -1283.40539055992 364.291588132198 0.363058915234995
265000 137.689744757313 43.6156371997481 -927.55597599494 -1296.52982647907 368.973850484126 0.366484814983029
266000 138.444738765789 90.6089796384155 -945.545644491968 -1316.5426888377 370.997044345737 0.372432249359923
267000 134.873839002136 42.1451879012494 -913.384676612325 -1274.81260861923 361.427932006904 0.361055137519822
268000 145.807597117395 -16.4678549590642 -927.570198839016 -1318.29784985666 390.727651017639 0.368585019778625
269000 141.694628701174 51.452511072422 -894.38583920649 -1274.09177037036 379.705931163866 0.360918670350986
270000 150.691454830238 26.7562389603612 -886.757136101183 -1290.57229620456 403.815160103379 0.363111756006783
271000 138.085640026029 24.4529148500451 -894.236842531608 -1264.2715926633 370.034750131692 0.358600660667151
272000 138.004195332894 -55.2036255077989 -925.432880721752 -1295.24937958077 369.816498859018 0.36212035824735
273000 142.993405491743 31.7140732078505 -895.708825154413 -1278.8951511304 383.186325975988 0.360620100140481
274000 142.527144178246 -33.3501622217321 -907.789667300257 -1289.72653034438 381.936863044119 0.36118716275191
275000 137.899421113623 83.8037336490913 -927.936990551298 -1297.47272088116 369.535730329858 0.367682742362073
276000 140.646579381255 -22.1312122668235 -912.738386081724 -1289.6358089304 376.897422848673 0.360164203689466
277000 145.688637026583 -58.0853500523488 -900.573188750133 -1290.98205667439 390.408867924258 0.361811676609709
278000 143.083497251391 -60.5829389582739 -905.327298758749 -1288.75504796864 383.427749209888 0.361586341223104
279000 144.16455906823 -14.58594062094 -920.519562774774 -1306.84428548021 386.324722705436 0.366079779722912
280000 135.116378316928 -3.20425849712211 -928.200765564248 -1290.27864187187 362.077876307624 0.362812260101759
281000 139.443270957615 -23.637174084893 -932.223073273751 -1305.89593249807 373.672859224324 0.365392076312635
282000 138.349821179547 -1.23940823267512 -911.256247769263 -1281.9989368808 370.74268911154 0.362227128569253
283000 130.622362900342 38.576641936758 -892.84777915223 -1242.88282557942 350.03504642719 0.354261191528773
284000 149.691873884492 111.712734244485 -870.769542757668 -1271.90607758599 401.136534828325 0.362657219545331
285000 153.069236444464 73.8729954688877 -883.395239784863 -1293.58225597206 410.187016187198 0.366589415047039
286000 137.594688352839 50.0735155874699 -923.088269896858 -1291.80739314887 368.719123252016 0.36615433988673
287000 137.587504861525 -27.2472175173147 -888.801977216067 -1257.50185051991 368.699873303847 0.354655587688499
288000 145.216476140389 41.7690351431415 -896.359278616041 -1285.50287423891 389.143595622865 0.364181166779025
289000 142.489011105152 29.4569705343319 -900.631743845927 -1282.46641985473 381.834676008803 0.360670389673127
290000 142.398763693723 35.8709379078517 -874.250250740475 -1255.84308640779 381.592835667317 0.355069314822183
291000 142.587645289474 -80.7629479576725 -894.764291327429 -1276.86328211757 382.098990790144 0.356224178187552
292000 135.910674783216 -22.0798082460224 -935.014549266615 -1299.2209401278 364.206390861186 0.3656409344545
293000 135.02599654024 -2.33851298762012 -912.665137043537 -1274.50081294461 361.835675901073 0.358588552891041
294000 139.634490065482 84.7664144907241 -913.549469824096 -1287.73474811521 374.185278291118 0.365749282146216
295000 144.550366696848 75.0359324161345 -892.838906718187 -1280.19749673544 387.358590017253 0.363713994683208
296000 136.181631762189 -168.553354804191 -900.280960860733 -1265.21344820807 364.932487347337 0.352886979825445
297000 134.53709911521 -17.7086894507005 -914.717273565492 -1275.24282745477 360.525553889277 0.360166389366667
298000 143.970320096195 79.4329967311914 -918.444890235481 -1304.24910139845 385.804211162965 0.369123427751001
299000 143.856260895187 51.1446458931176 -922.862084503837 -1308.36064572422 385.498561220383 0.368492147701643
300000 146.565290541127 22.8689191150549 -884.726037960643 -1277.48411659316 392.758078632519 0.361389030048377
301000 139.237587740449 53.2513955248238 -916.862891766949 -1289.98457175311 373.121679986164 0.363720352983958
302000 144.825573990797 44.7579735358111 -866.993073058244 -1255.0891493357 388.096076277459 0.355707326536553
303000 133.698111547346 48.8379703499103 -932.767153199986 -1291.04443163514 358.27727843515 0.365383870328794
304000 139.699996941383 -61.5978924991161 -930.477847149356 -1304.83866737555 374.360820226191 0.36438402866384
305000 143.322077193444 -22.9540905257702 -933.875140538815 -1317.94222392731 384.0670833885 0.369014420174123
306000 141.959431339242 -15.7205822840698 -937.614080795664 -1318.0296163615 380.41553556584 0.370129950419628
307000 134.176270287501 -101.274796287954 -903.063253298494 -1262.6218767736 359.558623475106 0.354697641203044
308000 136.437978231859 93.817329386571 -942.497922254948 -1308.11735360192 365.619431346971 0.370100889429022
309000 136.934187011111 60.6280279117876 -927.592430256856 -1294.54157620419 366.949145947338 0.366027263368214
310000 138.975228797278 59.2219638593856 -927.70831966506 -1300.12694373634 372.418624071278 0.367177247126061
311000 140.052881480535 100.355035475894 -888.091216979839 -1263.39767892696 375.306461947124 0.360569496166414
312000 135.344994358119 6.88216162541555 -922.589157799839 -1285.27966754033 362.690509740487 0.363202772373124
313000 141.331162048064 88.0277045370062 -873.902014638251 -1252.63394667998 378.731932041733 0.356687798876559
314000 137.895986982327 -6.89137255784908 -922.057884595645 -1291.58441231823 369.52652772258 0.363514802149179
315000 140.026095131148 -8.70522754108186 -890.261156450095 -1265.49583772473 375.234681274634 0.357745989690133
316000 143.632958205576 23.8428294125508 -914.673824358261 -1299.5739905903 384.900166232041 0.366380181213079
317000 147.409546735359 -64.4326846043085 -868.436086172082 -1263.45655885094 395.020472678858 0.355086523276384
318000 136.855235789121 -36.7331087579 -950.135909639717 -1316.87348618928 366.737576549564 0.369245215810637
319000 133.540388214995 -63.1869349339795 -911.443596855687 -1269.29821646936 357.85461961367 0.355542968520024
320000 137.747339290039 -106.963583940197 -895.538553018158 -1264.6667423497 369.12818933154 0.35347583472248
321000 144.470550973814 89.2716627893635 -865.427871473926 -1252.57257544826 387.144703974331 0.35781491901387
322000 133.641607132654 51.8552928079844 -919.544329898441 -1277.67019072805 358.12586082961 0.361774935611538
323000 140.421484414647 144.63671484567 -917.599247435119 -1293.89347244433 376.294225009208 0.369251241379627
324000 142.526249495329 -38.1409224708776 -909.448645317793 -1291.38311083694 381.934465519151 0.363421737994962
325000 135.840324326725 29.057215916183 -931.71642810051 -1295.73429745009 364.017869349577 0.365036505510225
326000 136.028002013971 43.0437723833997 -913.705007606927 -1278.22580590764 364.520798300713 0.36121934939617
327000 141.138293503443 85.4800663401542 -929.815809627891 -1308.0309025276 378.215092899705 0.369585103799196
328000 142.009392780972 32.7234912783663 -893.441796028323 -1273.99121567945 380.54941965113 0.360432189117558
329000 142.775717322543 86.1635968123771 -904.537694766527 -1287.14067125533 382.602976488805 0.365910025410489
330000 140.830539909255 92.9407330666239 -922.647519731041 -1300.03791047992 377.39039074888 0.36894868335726
331000 143.84759021316 -3.47107835061649 -933.807383766948 -1319.28270974248 385.475325975527 0.371120210421903
332000 141.903587398995 24.5209340494434 -919.882206971284 -1300.14809483681 380.26588786553 0.366854544917195
333000 148.628815766623 109.128801382826 -883.386278804962 -1281.67408551828 398.287806713318 0.365512105441353
334000 145.591030036583 -62.2359651086358 -880.718399046147 -1270.86570481123 390.147305765085 0.357272921545982
335000 136.951602602256 -105.30887305545 -930.098822349845 -1297.09463769682 366.99581534697 0.361692460001453
336000 144.081864168833 -0.838755341203307 -905.363481259018 -1291.46660245375 386.103121194735 0.362736605105442
337000 133.749147428196 -36.8768492245357 -926.601869685244 -1285.01591143202 358.414041746776 0.361503275935207
338000 139.814023747077 -17.0783181026994 -896.383580367423 -1271.04996372491 374.666383357488 0.358971560624638
339000 137.592514480899 38.7867125695844 -887.647336782416 -1256.36063460494 368.713297822522 0.355983129314663
340000 147.487878080225 75.8697202168481 -876.541738706934 -1271.77211966894 395.230380962003 0.360969248287785
341000 137.225816467417 -69.4591811714125 -918.738806171747 -1286.46944563988 367.730639468132 0.359792421286742
342000 140.2078050915 -4.81491557240631 -937.771887362205 -1313.49350558236 375.72161822016 0.369471264022069
343000 143.521711259174 24.2462393160792 -892.590435832632 -1277.19248825641 384.602052423776 0.361946846920586
344000 143.819313807354 2.31061379032938 -899.34291099405 -1284.74246332103 385.399552326978 0.362173633565695
345000 138.202033083053 -27.1381163721296 -924.077455070318 -1294.42410929113 370.346654220813 0.366212156200924
346000 138.356813258765 62.2608677991445 -907.432212000171 -1278.19363812365 370.761426123483 0.363743503204485
347000 136.662523736994 -19.7807885458619 -878.113918384959 -1244.33507515298 366.221156768023 0.34960451208717
348000 138.949125167674 -11.7969487401656 -923.955373027245 -1296.30404594317 372.348672915922 0.365569150824612
349000 142.114970004654 132.486147562509 -906.436425939353 -1287.2687659693 380.832340029944 0.365700652636412
350000 136.318993016378 34.7010213267743 -894.449624660116 -1259.75020558591 365.300580925799 0.356261446354484
351000 140.315692848033 26.3344265511491 -913.586151560916 -1289.59688180622 376.010730245303 0.364118177686629
352000 136.491851369541 18.0463508339916 -931.304755153442 -1297.06855294603 365.763797792586 0.366464495871561
353000 142.634841443312 72.9295496232292 -920.728619727747 -1302.95408432784 382.225464600089 0.369442197036593
354000 146.581811304075 -61.6416430775158 -865.92225631405 -1258.72460643192 392.80235011787 0.352349074911206
355000 143.4729563032 -14.1873966501629 -874.191817482882 -1258.66321889944 384.471401416557 0.354977839936268
356000 141.082844932046 119.336214610282 -905.256556468714 -1283.32306115709 378.066504688376 0.365075074320336
357000 140.6187892269 -47.611707383577 -902.278293888805 -1279.1012461204 376.822952231592 0.359994847631995
358000 139.469707648452 -20.8434807326712 -904.988846776619 -1278.73254967655 373.743702899932 0.359974537953754
359000 143.062262298855 86.025709590012 -889.964611701708 -1273.33545658502 383.370844883311 0.363052596257351
360000 137.9835811848 9.19447930309903 -922.613891032868 -1292.37514916491 369.761258132047 0.363951975503172
361000 146.3032626399 67.0809650903582 -850.987508041613 -1243.04341786831 392.055909826698 0.35475250519967
362000 131.909714741037 7.45208366809886 -937.050264513832 -1290.53508976388 353.484825250051 0.364626351489551
363000 143.920090101552 -32.4010363695062 -885.850307024584 -1271.51991444806 385.669607423478 0.357553592976201
364000 141.361634359997 40.3561737440343 -924.775194753216 -1303.58878491907 378.81359016585 0.369117924211469
365000 136.424668030683 -19.4543956359849 -916.795088823205 -1282.37885218207 365.583763358861 0.361863344882612
366000 140.26981745351 33.4143278847028 -944.140228813131 -1320.02802455093 375.887795737802 0.37091011296407
367000 137.28494947113 -53.3184499069185 -952.266364250155 -1320.15546528061 367.88910103046 0.369048391914889
368000 139.567216044547 24.1648736594025 -919.457155488209 -1293.46215634047 374.00500085226 0.365236449302733
369000 138.575762287673 -36.5442779913232 -912.772510560375 -1284.12066495762 371.348154397244 0.3619459207642
370000 128.956299805109 5.19426169260869 -926.194279106861 -1271.76469589528 345.570416788423 0.359906038922474
371000 139.800992201853 -38.3195735042566 -890.016043584165 -1264.64750568134 374.631462097174 0.355796804954554
372000 143.587060817598 4.92650419149971 -914.836075523156 -1299.61324831077 384.777172787616 0.364975334859389
373000 145.826684376461 170.787133042663 -883.079372244156 -1273.85817231059 390.778800066433 0.363870511107238
374000 134.800809358763 19.8197278566132 -969.010693689551 -1330.24292463853 361.232230948975 0.373597320665983
375000 130.746529470001 -25.0447098976928 -952.111777610499 -1302.47955918357 350.367781573072 0.365546608799936
376000 135.889034545393 65.2126975903278 -936.817225478896 -1300.96562595097 364.148400472076 0.367440548236547
377000 136.239181194667 28.5915449794546 -930.459834077148 -1295.54653941459 365.086705337441 0.366100426380024
378000 146.872227941071 -63.015579585121 -853.141712489303 -1246.72230607756 393.580593588258 0.348949111712074
379000 133.745332363704 -62.6371236516703 -939.431436096227 -1297.83525443066 358.403818334438 0.36495888088204
380000 135.591968680133 1.12914443866429 -915.400139068753 -1278.75247781273 363.352338743981 0.360593479270365
381000 142.312593802479 9.67598280561224 -911.755641301983 -1293.11756335533 381.36192205335 0.362893118573744
382000 137.992530336718 9.29334069829318 -920.901127861059 -1290.68636746716 369.785239606104 0.364309017812447
383000 136.037301805498 26.2766166076157 -962.277897061295 -1326.82361646194 364.545719400643 0.371502853156713
384000 137.448151726312 104.503048302544 -914.278945043983 -1282.60538702971 368.326441985723 0.3636490268619
385000 144.423109008262 12.5528268156877 -919.1214872974 -1306.13905874828 387.017571450882 0.368405694152531
386000 140.751652223978 -10.8845968670335 -924.449769887803 -1301.6287615013 377.1789916135 0.365774766332104
387000 134.104667929064 -37.7480427596213 -943.835497374936 -1303.2022445564 359.366747181464 0.364143828600808
388000 136.310663444601 -25.2550995769617 -933.097644547976 -1298.37590431851 365.278259770534 0.363995511157812
389000 140.996051064048 21.3588389965464 -925.211598048772 -1303.04551702258 377.833918973803 0.366833220243013
390000 141.51072569848 -21.2021662130169 -912.991344284169 -1292.20446170116 379.213117416994 0.363940152092715
391000 143.017776420264 -162.14626077296 -893.727982491824 -1276.9796164205 383.251633928675 0.354713400231115
392000 141.494188574776 -14.8883259843137 -916.814904588774 -1295.98370667771 379.168802088937 0.364211095498369
393000 139.380245890925 -36.4417601242444 -902.660987633949 -1276.16495554705 373.503967913103 0.357918101878848
394000 130.724520945604 -95.8553043755448 -938.049566075226 -1288.35837034389 350.308804268667 0.360404970324127
395000 140.414095580594 -16.6081473165985 -917.042909649947 -1293.31733444414 376.274424794197 0.363684584998189
396000 138.867286993732 120.943925110219 -950.64785890396 -1322.77722611771 372.129367213749 0.374054919632591
